ハムスター速報,http://hamusoku.com/
痛いニュース(ﾉ∀`),http://blog.livedoor.jp/dqnplus/
VIPPERな俺,http://blog.livedoor.jp/news23vip/
キニ速,http://blog.livedoor.jp/kinisoku/
BIPブログ,http://bipblog.com/
カナ速,http://kanasoku.info/
アルファルファモザイク,http://alfalfalfa.com/
暇人速報,http://himasoku.com/
【2ch】コピペ情報局,http://news.2chblog.jp/
カオスちゃんねる,http://chaos2ch.com/
もみあげチャ～シュ～,http://michaelsan.livedoor.biz/
働くモノニュース,http://workingnews.blog117.fc2.com/
哲学ニュースnwk,http://blog.livedoor.jp/nwknews/
わんこーる速報！,http://onecall2ch.com/
オレ的ゲーム速報＠刃,http://jin115.com/
ぶる速－VIP,http://burusoku-vip.com/
暇つぶしニュース,http://blog.livedoor.jp/rbkyn844/
オタクニュース,http://otanew.jp/
カラパイア,http://karapaia.com/
不思議.net,http://world-fusigi.net/
ラビット速報,http://rabitsokuhou.2chblog.jp/
流速VIP,http://ryusoku.com/
ゴールデンタイムズ,http://blog.livedoor.jp/goldennews/
ネギ速,http://www.negisoku.com/
